product_id,product_name,category_id,supplier_id,unit_price,cost_price,stock_quantity,sku,is_active,created_at
70,Clinique Take The Day Off Cleansing Balm 125ml,19,9,3873.11,595.78,660,SKU-00070,True,2024-07-21T22:32:28.296946
71,Nykaa Eyes On Me 10-in-1 Eyeshadow Palette - Smokey Dusk,13,24,451.77,103.29,496,SKU-00071,True,2026-03-04T05:38:45.582705
72,Clinique Clarifying Lotion 3 Toner 400ml,18,17,3887.14,628.02,971,SKU-00072,True,2025-04-21T00:56:44.056382
73,M.A.C Studio Fix Fluid Foundation SPF 15 (NC35),9,9,4624.2,714.16,496,SKU-00073,False,2024-07-11T19:52:39.820077
74,Huda Beauty FauxFilter Luminous Matte Concealer (Nougat),10,30,3167.81,730.66,753,SKU-00074,True,2026-03-29T19:46:07.558416
75,Estee Lauder Revitalizing Supreme+ Cream 50ml,18,24,5646.81,1263.21,251,SKU-00075,True,2026-01-25T10:49:00.176998
76,Charlotte Tilbury Matte Revolution - Walk of No Shame,6,3,3072.32,752.37,992,SKU-00076,True,2026-06-17T02:32:55.621976
77,Charlotte Tilbury Hollywood Flawless Filter (5 Tan),9,11,4395.07,950.82,177,SKU-00077,True,2026-05-02T02:19:01.789148
78,Huda Beauty Easy Bake Setting Powder (Pound Cake),9,10,3118.92,626.01,732,SKU-00078,True,2026-01-01T05:50:05.623138
79,Maybelline Fit Me Concealer (10 Light),10,13,964.06,211.82,617,SKU-00079,True,2026-03-06T06:45:26.753031
80,Sigma Beauty F80 Flat Kabuki Brush - Black Chrome,5,14,2211.07,478.68,438,SKU-00080,True,2026-04-26T11:38:24.636832
81,Huda Beauty FauxFilter Luminous Matte Concealer (Granola),10,29,3110.18,520.65,632,SKU-00081,True,2026-01-23T13:44:59.328698
82,Maybelline Lash Sensational Sky High Mascara - Brownish Black,15,18,859.26,200.53,361,SKU-00082,True,2024-12-21T00:12:39.782576
83,Estee Lauder Double Wear Foundation (2N1 Desert Beige),9,14,4704.22,1075.27,671,SKU-00083,True,2026-02-11T16:54:53.452935
84,Huda Beauty Rose Quartz Eyeshadow Palette - Full size 18 Shades,13,15,5119.01,994.0,741,SKU-00084,True,2024-12-12T21:22:09.993878
85,Nykaa Brow Ontrend Eyebrow Pencil - Dark Brown,16,16,439.43,100.79,865,SKU-00085,True,2024-11-21T19:11:33.534028
86,L'Oreal Paris Color Riche Intense Volume Matte - Worth It,6,22,890.21,141.08,577,SKU-00086,True,2025-01-04T23:45:09.301354
87,Maybelline Super Stay Vinyl Ink - Peachy,6,20,876.3,160.82,888,SKU-00087,True,2026-01-08T20:15:08.257969
88,Nykaa Glamoreyes Liquid Eyeliner - 02 Bronze,14,8,448.89,97.53,280,SKU-00088,True,2026-01-17T12:45:40.947459
89,M.A.C In Extreme Dimension 3D Mascara - Black 3D,15,5,2808.5,428.13,300,SKU-00089,True,2025-11-15T06:15:55.814881
90,Nykaa Skin Potion Facial Oil Baobab,17,20,668.64,157.11,124,SKU-00090,True,2024-10-13T19:50:35.398353
91,M.A.C Studio Fix Fluid Foundation SPF 15 (NC15),9,29,4583.08,976.09,249,SKU-00091,True,2024-09-14T21:19:49.984813
92,Huda Beauty FauxFilter Luminous Matte Concealer (Coconut Flakes),10,13,3327.3,663.59,299,SKU-00092,True,2025-10-07T06:08:25.833945
93,Charlotte Tilbury Luxury Eyeshadow Palette - Golden Hour,13,23,2716.32,408.95,818,SKU-00093,True,2024-08-03T17:02:33.325717
94,Charlotte Tilbury Hollywood Flawless Filter (1 Fair),9,29,4280.17,687.65,485,SKU-00094,True,2026-02-01T23:22:13.801707
95,The Ordinary Niacinamide 10% + Zinc 1% 60ml,18,26,1166.96,286.83,580,SKU-00095,True,2024-07-30T06:50:11.397333
96,M.A.C Studio Fix Powder Plus Foundation (NC35),9,18,4669.37,816.77,918,SKU-00096,True,2025-03-29T10:26:39.864584
97,Huda Beauty Lip Contour 2.0 Pencil - Warm Brown,8,5,2111.28,485.89,733,SKU-00097,True,2024-10-09T21:44:40.056738
98,Nykaa BlendMaster Oval Makeup Brush - Large Face,5,18,494.14,103.54,823,SKU-00098,True,2026-05-01T08:58:33.997225
99,Nykaa Prep Me Up Face Primer (Clear Silk),9,20,599.04,138.68,963,SKU-00099,True,2025-03-01T13:45:32.773731
100,Maybelline Fit Me Matte+Poreless Foundation (220 Natural Beige),9,27,922.4,222.01,506,SKU-00100,True,2025-05-05T10:16:05.271286
101,Nykaa Skin Potion Facial Oil Marula,17,24,711.22,167.95,510,SKU-00101,True,2024-11-29T14:07:36.363767
102,M.A.C Matte Lipstick - Chili,6,8,3275.67,766.46,333,SKU-00102,True,2026-01-31T10:35:43.132003
103,Huda Beauty Lip Contour 2.0 Pencil - Honey Beige,8,17,2222.82,441.14,294,SKU-00103,True,2026-04-07T03:30:27.803533
104,Nykaa BlendMaster Beauty Sponge - Teal Egg,5,3,478.96,106.02,290,SKU-00104,True,2025-03-30T03:54:39.305756
105,Nykaa Get Cheeky Powder Blush (Bronze Glow),11,11,620.61,148.51,132,SKU-00105,True,2025-07-07T11:05:01.031834
106,Nykaa Get Cheeky Powder Blush (Rose Meadow),11,8,627.22,118.11,206,SKU-00106,True,2025-01-20T23:42:01.208573
107,Huda Beauty Nude Obsessions Mini Palette - Medium,13,3,4683.38,896.81,388,SKU-00107,True,2024-11-03T02:36:22.431708
108,M.A.C Eye Shadow Satin - Charcoal Brown,13,14,2660.16,415.59,902,SKU-00108,True,2026-05-04T14:29:05.978146
109,Sigma Beauty E25 Blending Brush - Black Chrome,5,29,2309.84,524.29,762,SKU-00109,False,2026-05-26T14:51:43.386378
110,L'Oreal Paris Voluminous Lash Paradise Mascara - Blackest Black,15,29,814.78,184.6,439,SKU-00110,True,2026-06-12T13:31:31.546133
111,Clinique Clarifying Lotion 3 Toner 200ml,18,12,3870.2,696.1,449,SKU-00111,True,2025-02-06T12:09:27.337466
112,Maybelline Lasting Drama Gel Eyeliner - Blackest Black,14,27,872.31,167.4,815,SKU-00112,True,2026-04-02T17:12:12.778341
113,L'Oreal Paris Color Riche Intense Volume Matte - Le Nude Admirable,6,26,839.68,176.61,275,SKU-00113,True,2026-02-13T09:14:50.282991
114,Charlotte Tilbury Matte Revolution - Red Carpet Red,6,9,3243.42,627.87,79,SKU-00114,True,2025-06-13T00:25:23.397776
115,L'Oreal Paris Glycolic Bright Skin Serum 15ml,17,22,1155.88,251.88,464,SKU-00115,True,2024-08-29T22:00:48.998437
116,Nykaa Black Magic Liquid Eyeliner - Super Black,14,27,461.96,90.89,180,SKU-00116,True,2026-01-07T19:15:19.646547
117,Charlotte Tilbury Luxury Eyeshadow Palette - Bella Sofia,13,18,2747.28,419.5,453,SKU-00117,True,2024-12-17T17:15:17.558501
118,Huda Beauty Nude Obsessions Mini Palette - Rich,13,22,5085.22,776.56,708,SKU-00118,True,2025-11-11T22:49:26.986417
119,M.A.C Eye Shadow Satin - Carbon,13,28,2920.15,572.85,101,SKU-00119,True,2025-11-10T13:12:27.946436
120,Huda Beauty Liquid Matte Lipstick - Bombshell,6,11,2243.59,384.03,384,SKU-00120,True,2025-04-22T05:05:48.206853
121,Huda Beauty Easy Bake Setting Powder (Cupcake),9,29,3124.08,587.05,820,SKU-00121,True,2026-03-15T17:00:38.197984
122,M.A.C Strobe Cream Hydrant (Peachlite),12,14,4481.48,785.28,133,SKU-00122,True,2025-08-17T00:23:25.675124
123,M.A.C Retro Matte Liquid Lipcolour - Fashion Legacy,6,24,3049.54,621.93,408,SKU-00123,True,2024-09-09T21:02:47.499682
124,Huda Beauty FauxFilter Luminous Matte Concealer (Whipped Cream),10,3,3227.07,736.17,717,SKU-00124,False,2025-04-20T03:21:40.418377
125,Estee Lauder Advanced Night Repair Serum 75ml,17,1,6112.18,1497.25,254,SKU-00125,True,2025-01-15T02:14:35.874917
126,Maybelline Colossal Waterproof Mascara - Glam Black,15,20,820.49,135.58,179,SKU-00126,True,2024-10-04T04:35:41.785293
127,L'Oreal Paris Infallible 24H Fresh Wear Foundation (250 Radiant Sun),9,4,906.98,187.2,273,SKU-00127,True,2025-04-01T03:44:19.953828
128,M.A.C Studio Fix Fluid Foundation SPF 15 (NC45),9,9,4416.95,1001.28,221,SKU-00128,True,2026-01-04T01:08:45.223315
129,Maybelline Fit Me Matte+Poreless Foundation (330 Toffee),9,24,991.48,219.95,846,SKU-00129,True,2025-01-13T09:58:14.320943
130,L'Oreal Paris Infallible Full Wear Concealer (320 Porcelain),10,10,912.92,146.81,76,SKU-00130,True,2025-04-10T05:49:37.010440
131,Nykaa All Day Matte Liquid Foundation (Beige),9,19,572.86,124.73,434,SKU-00131,True,2025-10-15T08:35:03.456232
132,Nykaa So Creme Creamy Matte Lipstick - Wakeup Makeup,6,23,380.88,64.69,656,SKU-00132,True,2025-04-03T06:22:09.510157
133,Nykaa All Day Matte Liquid Foundation (Olive),9,21,594.34,103.58,763,SKU-00133,True,2025-11-10T20:45:07.101097
134,Maybelline Lash Sensational Sky High Mascara - Very Black,15,28,832.87,181.92,874,SKU-00134,True,2025-06-15T07:34:04.374322
135,Sigma Beauty Clean Brush Cleaning Mat - Pink Silicone,5,19,2273.93,519.06,405,SKU-00135,True,2025-10-01T11:26:42.809031
136,The Ordinary Hyaluronic Acid 2% + B5 60ml,18,22,1210.6,226.45,568,SKU-00136,True,2026-05-25T21:00:11.318962
137,Huda Beauty Liquid Matte Lipstick - Heartbreaker,6,1,2164.05,508.46,892,SKU-00137,True,2025-03-02T12:19:29.201044
138,Neutrogena Hydro Boost Water Gel Cream 50g,18,14,705.81,173.68,700,SKU-00138,True,2025-09-24T13:30:57.956418
139,Charlotte Tilbury Luxury Eyeshadow Palette - Pillow Talk,13,15,2864.38,632.26,495,SKU-00139,True,2025-10-22T00:10:29.236364
140,M.A.C Studio Fix Powder Plus Foundation (NC45),9,17,4569.95,1126.71,326,SKU-00140,True,2025-10-13T01:26:30.918278
141,Maybelline Fit Me Concealer (30 Honey),10,30,918.02,187.11,545,SKU-00141,True,2025-06-10T01:10:41.017897
142,Clinique Moisture Surge 100H Hydrator 50ml,18,27,3875.86,864.71,324,SKU-00142,True,2025-11-30T00:47:13.665010
143,Maybelline Super Stay Vinyl Ink - Coy,6,8,857.59,199.88,138,SKU-00143,True,2025-10-23T03:59:53.888177
144,Maybelline Fit Me Matte+Poreless Foundation (115 Ivory),9,15,937.16,163.43,525,SKU-00144,True,2024-09-29T03:24:13.462359
145,L'Oreal Paris Infallible Full Wear Concealer (380 Pecan),10,22,977.75,183.72,79,SKU-00145,True,2024-08-08T00:54:10.362330
146,M.A.C Strobe Cream Hydrant (Pinklite),12,11,4453.03,748.93,267,SKU-00146,True,2024-08-02T02:17:25.216404
147,Nykaa Glamoreyes Liquid Eyeliner - 03 Blue,14,9,452.24,83.23,951,SKU-00147,True,2026-07-03T09:55:47.946780
148,Maybelline Super Stay Vinyl Ink - Red-Hot,6,29,875.99,155.6,60,SKU-00148,True,2024-09-28T17:39:56.905498
149,Nykaa All Day Matte Liquid Foundation (Caramel),9,7,628.72,99.69,787,SKU-00149,True,2024-12-24T10:17:12.744442
150,L'Oreal Paris Infallible Matte Resistance - French Touch,6,18,869.53,196.35,757,SKU-00150,True,2025-08-02T13:51:51.142284
151,L'Oreal Paris Super Liner Gel Intenza - Profundo Black,14,23,872.15,173.63,861,SKU-00151,False,2025-04-15T19:25:19.869712
152,Maybelline Lash Sensational Sky High Mascara - Waterproof Very Black,15,10,861.81,148.37,758,SKU-00152,True,2025-04-02T22:16:03.330213
153,Maybelline Super Stay Matte Ink - Lover,6,22,850.46,177.03,534,SKU-00153,True,2026-05-30T09:54:06.767427
154,M.A.C Studio Fix Fluid Foundation SPF 15 (NC42),9,12,4289.45,825.94,813,SKU-00154,True,2025-11-26T16:15:44.170433
155,L'Oreal Paris Infallible 24H Fresh Wear Foundation (220 Sand),9,12,911.14,200.71,327,SKU-00155,True,2025-08-04T12:15:01.465568
156,L'Oreal Paris Infallible Full Wear Concealer (360 Cashmere),10,8,962.11,155.92,247,SKU-00156,True,2025-09-07T22:49:09.010728
157,Huda Beauty Liquid Matte Lipstick - Icon,6,24,2300.59,468.37,830,SKU-00157,True,2025-12-18T16:13:25.568224
158,Nykaa Get Cheeky Powder Blush (Peach Bliss),11,7,600.74,103.11,545,SKU-00158,True,2026-04-13T16:28:11.309598
159,Nykaa BlendMaster Beauty Sponge - Classic Pink,5,19,523.16,129.57,587,SKU-00159,True,2025-10-27T07:37:11.067758
160,M.A.C 187S Duo Fibre Face Brush - Synthetic,5,4,2778.13,648.03,353,SKU-00160,True,2026-03-06T21:43:56.939706
161,L'Oreal Paris Infallible 24H Fresh Wear Foundation (120 Vanilla),9,6,997.27,179.73,775,SKU-00161,True,2025-09-28T15:09:59.138458
162,Neutrogena Deep Clean Facial Cleanser 200ml,19,9,701.96,108.49,105,SKU-00162,True,2026-05-22T20:50:33.310329
163,Nykaa Matte to Last Liquid Lipstick - Guwahati,6,23,402.09,98.27,703,SKU-00163,True,2025-01-26T06:09:02.792130
164,L'Oreal Paris Revitalift 1.5% Hyaluronic Acid Serum 50ml,17,16,1165.71,186.82,62,SKU-00164,True,2025-11-22T03:30:32.842534
165,L'Oreal Paris Infallible 24H Fresh Wear Foundation (140 Golden Beige),9,16,950.9,188.16,398,SKU-00165,True,2024-12-11T14:57:17.944522
166,Nykaa BlendMaster Oval Makeup Brush - Medium Blush,5,2,490.98,86.04,932,SKU-00166,True,2025-05-26T18:03:31.604174
167,Nykaa Matte to Last Liquid Lipstick - Maharani,6,27,407.16,63.73,553,SKU-00167,True,2024-12-25T09:17:55.381288
168,M.A.C Matte Lipstick - Mehr,6,21,3048.0,666.43,205,SKU-00168,True,2025-03-27T20:18:36.584940
169,M.A.C Studio Fix Powder Plus Foundation (NC30),9,19,4699.31,1150.92,137,SKU-00169,True,2026-06-22T10:57:52.950491
170,Charlotte Tilbury Pillow Talk Push Up Lashes Mascara - Super Black,15,4,2938.64,604.79,476,SKU-00170,True,2025-03-31T05:48:44.377148
171,M.A.C Mineralize Skinfinish Highlighter (Global Glow),12,26,4685.68,992.62,844,SKU-00171,True,2026-04-25T13:55:26.044733
172,Maybelline Fit Me Concealer (20 Sand),10,15,918.76,221.28,354,SKU-00172,True,2025-10-19T22:38:18.664609
173,Charlotte Tilbury Airbrush Flawless Finish Powder (3 Tan),9,14,4470.64,807.12,685,SKU-00173,True,2024-08-19T03:26:16.559182
174,M.A.C 219S Pencil Brush - Synthetic,5,24,2737.99,437.87,831,SKU-00174,True,2025-01-23T10:30:08.275819
175,L'Oreal Paris Revitalift 1.5% Hyaluronic Acid Serum 15ml,17,7,1168.56,206.21,133,SKU-00175,True,2026-06-13T03:57:01.000143
176,Maybelline Fit Me Matte+Poreless Foundation (128 Warm Nude),9,6,937.67,192.41,210,SKU-00176,False,2026-05-30T03:24:56.168797
177,Nykaa Brow Ontrend Eyebrow Pencil - Soft Black,16,15,466.76,102.19,531,SKU-00177,True,2026-02-27T23:08:56.063349
178,Sigma Beauty F80 Flat Kabuki Brush - Copper,5,8,2101.13,375.7,339,SKU-00178,True,2024-09-10T21:04:27.064819
179,The Ordinary Niacinamide 10% + Zinc 1% 30ml,18,15,1154.52,181.4,289,SKU-00179,True,2024-12-07T20:25:30.084663
180,Huda Beauty Empowered Eyeshadow Palette - Full size 18 Shades,13,26,5062.52,1159.95,653,SKU-00180,True,2025-10-16T01:07:40.190372
181,Maybelline Instant Age Rewind Eraser Concealer (110 Fair),10,30,938.55,159.35,167,SKU-00181,True,2026-06-15T06:33:12.966808
182,Maybelline Fit Me Concealer (15 Fair),10,21,960.37,158.36,322,SKU-00182,True,2024-08-11T20:37:19.208259
183,Huda Beauty Liquid Matte Lipstick - Trophy Wife,6,3,2124.21,331.3,861,SKU-00183,True,2025-03-06T12:47:52.742951
184,M.A.C Retro Matte Liquid Lipcolour - Back In Vogue,6,24,3067.82,713.04,993,SKU-00184,True,2026-06-28T05:20:36.458396
185,M.A.C Retro Matte Liquid Lipcolour - To Matte With Love,6,4,3175.01,625.06,361,SKU-00185,True,2026-01-31T18:45:08.965353
186,Estee Lauder Double Wear Foundation (1W2 Sand),9,9,4479.18,896.05,555,SKU-00186,True,2024-12-02T19:27:14.447017
187,Clinique Moisture Surge 100H Hydrator 30ml,18,20,3958.45,609.55,492,SKU-00187,True,2026-03-04T01:47:38.099883
188,Huda Beauty Liquid Matte Lipstick - Venus,6,20,2164.86,378.93,143,SKU-00188,True,2025-08-14T17:57:30.224420
189,Nykaa Glamoreyes Liquid Eyeliner - 01 Black,14,22,433.28,101.21,639,SKU-00189,True,2025-09-07T06:02:13.228988
190,Nykaa Skin Potion Facial Oil Rosehip,17,1,709.64,177.38,738,SKU-00190,True,2026-02-19T19:52:55.859427
191,Huda Beauty Lip Contour 2.0 Pencil - Pinky Brown,8,19,2110.4,325.05,824,SKU-00191,True,2024-12-23T02:42:23.726484
192,M.A.C 217S Blending Brush - Synthetic,5,17,2713.26,583.76,988,SKU-00192,True,2026-01-22T13:41:22.780276
193,L'Oreal Paris Color Riche Intense Volume Matte - Le Wood Nonchalant,6,19,854.42,165.41,883,SKU-00193,True,2026-02-01T23:57:13.591823
194,Maybelline Fit Me Concealer (25 Medium),10,3,971.77,191.44,468,SKU-00194,True,2025-09-14T06:18:47.690706
195,Maybelline Instant Age Rewind Eraser Concealer (140 Honey),10,22,955.41,153.31,214,SKU-00195,True,2025-01-24T10:55:50.408846
196,M.A.C Studio Fix Powder Plus Foundation (NC20),9,23,4369.94,872.01,728,SKU-00196,True,2026-06-24T17:19:09.696457
197,M.A.C 170 Slanted Face Brush - Synthetic,5,27,2785.61,629.69,87,SKU-00197,True,2026-06-27T06:39:53.363520
198,M.A.C Matte Lipstick - Kinda Sexy,6,11,3325.5,582.76,168,SKU-00198,True,2025-08-04T12:39:10.633135
199,Huda Beauty Lip Contour 2.0 Pencil - Sandy Beige,8,13,2276.45,538.36,894,SKU-00199,True,2026-02-09T04:59:24.379740
200,Estee Lauder Advanced Night Repair Serum 50ml,17,22,6139.2,1454.6,523,SKU-00200,True,2024-09-24T05:04:25.906097
